bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
4,5,5,2,2,2,4,5,2,5,3,5,5,2,3,2,5,5,3,2,3,4,4,1,3,3,5,5,1,4,4,4,3,2,2,4,5,4,3,4,2,5,3,3,2,3,2,1,2,2,2,2,1,2,1,3,4,2,2,4,3,2,1,3,3,3,1,2,3,2,5,3,4,4,3,4,2,5,5,4,5,3,4,2,4,4,4,5,4,1,2,1,1,1,1,1,2,5,5,5,5,5,6,6,6,5,4,4,2,3,2,3,2,1,3,3,3,1,3,2,1,3,1,1,3,1,2,1,2,1,3,3,1,2,2,4,1,1,2,1,2,1,1,1,3,1,3,1,27,Female,8,I read the instructions,2,2.083333333,2.5,3.761904762,1.25,1.25,3.125,5.375,1.882352941,3.125,4.666666667,4.333333333,2,3
3,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,5,1,5,1,5,5,1,5,3,5,5,1,5,5,1,5,1,3,5,5,5,1,5,4,5,5,1,3,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,4,4,5,3,5,5,5,5,5,1,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,29,29,8,I read the instructions,2,1.75,1,3.761904762,1,4,4.375,4,1,3.5,4.555555556,5,1,4.3
2,2,4,1,3,2,4,2,2,5,3,4,4,3,3,2,4,1,4,4,1,4,1,2,3,2,3,3,4,4,2,4,4,2,3,1,2,3,2,4,4,2,1,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,3,3,3,4,3,4,4,3,4,5,3,2,3,3,2,2,4,2,2,2,3,2,2,2,3,4,2,3,2,2,4,6,6,6,5,6,5,6,6,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,1,30,female,8,I read the instructions,2,5.25,3.666666667,2.571428571,5.75,5.75,2,2.625,2.411764706,1.875,3.222222222,2.555555556,2.5,3.7
1,3,4,4,2,1,3,4,2,3,3,5,4,2,4,2,3,4,3,2,1,3,3,2,2,1,2,4,1,3,1,3,4,2,3,1,5,4,2,3,3,3,4,3,1,1,2,2,1,1,2,2,2,2,3,2,3,3,4,4,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,5,4,3,3,4,4,4,3,3,2,2,3,2,2,2,6,6,2,6,6,6,6,6,4,5,4,4,5,4,5,4,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,30,male,8,I read the instructions,2,1.916666667,3.166666667,3.428571429,2.25,2.5,4.375,5.5,1.411764706,1.375,3.333333333,3.888888889,2.25,2.8
4,2,4,1,3,2,3,2,2,3,4,5,1,1,2,4,5,5,3,4,3,4,5,2,4,4,5,4,4,2,3,4,4,2,2,3,5,4,1,1,2,4,5,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,5,1,2,1,4,1,1,1,1,1,4,3,2,3,4,4,4,5,2,4,4,4,5,4,4,3,4,3,4,3,4,4,5,1,2,2,2,2,3,4,5,2,5,5,5,6,5,5,6,4,6,5,5,6,6,3,1,3,3,2,2,3,2,2,2,2,2,2,2,3,2,1,1,3,2,2,3,2,3,3,2,3,3,3,2,3,2,3,3,1,30,male,8,I read the instructions,2,1.583333333,1.666666667,3.666666667,2.25,3,5.375,4.625,2.352941176,3.375,4.111111111,3.777777778,2,2.4
5,5,5,1,4,5,5,5,1,4,3,5,5,1,4,4,5,1,1,4,5,5,5,1,4,1,5,5,1,4,5,5,5,1,1,2,5,5,1,5,1,5,4,3,2,2,2,2,2,3,3,1,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,5,5,5,5,3,3,4,5,5,4,5,3,3,4,5,5,5,5,4,4,3,3,3,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,40,female,8,I read the instructions,2,2.25,1.083333333,4.238095238,1,3.25,6,6,1.323529412,3.75,5,4.444444444,1,3.4
1,2,4,1,3,1,4,5,2,4,2,2,4,2,5,2,4,5,5,2,1,4,1,1,4,2,4,3,2,4,1,4,5,3,3,3,3,5,5,4,2,4,4,2,1,2,3,1,2,3,2,2,2,3,2,2,3,2,3,2,3,4,2,2,2,4,2,2,3,3,4,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,4,5,5,4,4,3,3,3,3,4,5,4,5,2,4,5,5,5,4,5,5,3,4,5,4,5,3,3,1,2,1,1,2,1,2,2,1,3,1,1,1,2,2,1,2,2,1,3,2,1,2,1,2,2,1,2,1,2,1,1,1,32,m,8,I read the instructions,2,2.25,2.583333333,3.619047619,3.25,4,4.375,4.375,1.647058824,1.625,3.444444444,4,2.625,3.3
2,1,5,2,4,1,5,1,4,5,4,5,5,5,5,2,5,5,4,5,1,5,4,4,5,5,1,5,5,5,1,5,5,1,1,4,5,5,2,5,5,5,1,5,5,5,5,5,5,5,3,5,3,5,5,5,3,2,4,3,2,1,6,1,6,4,3,1,3,3,4,1,3,3,3,2,1,5,3,3,3,3,4,2,2,2,2,2,2,7,7,7,7,5,5,5,6,7,7,5,5,4,5,6,5,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,26,Female,8,I read the instructions,2,5.083333333,3,2.666666667,5.25,7,7,5.5,4,2.5,4.111111111,4,3.375,4.5
1,2,5,5,1,1,4,5,5,5,1,4,5,5,5,1,1,5,5,2,1,1,5,4,1,3,2,5,5,4,1,5,5,5,1,1,3,5,5,5,2,5,4,3,2,4,4,3,4,2,2,2,3,3,4,2,2,2,5,4,3,3,3,4,6,5,2,1,4,3,4,4,4,4,3,5,2,2,3,2,4,5,5,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,2,3,2,3,2,3,3,3,2,1,2,3,1,3,2,2,2,2,2,3,2,3,3,1,2,3,2,3,2,3,2,2,2,3,1,35,35,8,I read the instructions,2,3.083333333,3.333333333,3.666666667,3.25,3,5.125,5,2.323529412,1.25,3,4.888888889,4.875,2.9
3,4,5,2,5,2,4,4,3,5,1,5,5,3,5,3,5,4,4,5,2,3,5,3,5,1,4,5,2,4,2,4,5,3,3,2,5,5,3,4,5,4,3,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,4,1,1,3,4,3,4,4,3,3,2,3,3,3,3,3,2,4,4,4,4,4,4,5,3,4,3,4,2,2,2,2,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,2,3,3,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,3,1,3,1,1,2,1,2,2,2,1,3,1,3,1,40,Female,8,I read the instructions,2,2.166666667,1.916666667,3.428571429,2,3.5,5.875,6,1.735294118,2,4.222222222,4.555555556,2.875,4.6
2,4,4,1,4,1,4,4,1,4,4,4,4,3,2,3,5,4,2,4,2,3,3,1,4,4,4,4,1,3,2,4,4,1,2,3,4,5,1,4,2,4,4,3,2,1,3,2,3,2,2,2,3,3,2,2,2,6,3,2,2,1,3,2,4,2,2,1,3,3,4,4,4,3,2,4,3,4,4,3,4,4,4,4,3,4,3,4,4,6,5,3,3,2,2,2,3,5,5,6,5,5,6,5,6,6,5,6,6,6,6,5,5,2,2,3,3,1,2,3,2,1,1,1,2,1,2,2,1,2,2,2,3,1,3,3,1,2,1,1,3,2,3,2,3,1,2,1,24,Male,8,I read the instructions,2,2.416666667,2.5,3.571428571,2.25,4.25,5.625,5.375,1.941176471,2.625,4,4,1.375,3.2
1,3,5,1,4,1,4,5,1,5,3,4,5,2,5,3,4,5,1,5,1,3,5,1,4,2,1,5,2,5,2,5,5,1,3,3,5,5,1,5,5,3,4,5,4,2,4,2,3,3,5,4,2,3,4,2,3,1,2,2,2,1,3,2,3,4,4,1,4,2,3,5,3,4,2,1,1,4,5,1,5,1,4,5,5,5,4,5,5,4,5,5,6,5,1,5,4,7,6,2,5,6,6,6,6,6,6,7,5,6,6,6,7,2,3,3,1,4,3,3,3,2,3,2,4,3,2,3,4,3,3,3,3,3,2,2,2,3,4,3,4,2,3,1,4,1,3,1,29,m,8,I read the instructions,2,3.5,2.333333333,3.523809524,3.75,5,6.125,5.5,2.764705882,2,3.555555556,4.888888889,1.25,4.6
2,4,3,3,3,2,5,3,3,4,2,5,5,5,2,1,5,2,5,4,1,4,4,2,3,1,4,4,4,4,1,5,2,2,4,2,5,4,4,2,4,5,3,2,3,3,4,3,4,4,3,3,3,4,4,3,5,5,5,4,4,4,4,4,5,3,5,5,3,3,2,3,4,3,4,2,2,3,3,2,3,3,4,4,4,3,4,3,4,6,5,6,4,6,5,6,6,5,5,6,4,5,5,4,4,5,4,4,4,5,5,4,5,2,3,3,3,2,4,2,1,2,1,2,3,2,2,2,3,2,3,2,2,1,2,3,2,1,2,2,3,1,1,2,2,1,3,1,61,female,8,I read the instructions,2,3.666666667,4.416666667,3.142857143,5.75,5.25,4.5,4.75,2.117647059,1.5,4.666666667,3.333333333,3.5,3.2
3,3,3,2,2,4,5,3,3,3,3,4,3,4,2,5,4,2,3,5,4,4,2,4,2,2,5,2,2,5,3,5,2,2,3,4,4,4,3,4,3,4,2,2,2,1,3,2,2,2,4,3,2,2,1,3,3,2,3,1,4,2,1,2,2,4,2,2,2,2,1,2,3,4,3,5,2,4,3,4,2,3,4,3,2,3,3,2,3,7,6,7,6,4,6,3,5,6,5,6,3,4,3,4,5,3,2,4,3,2,2,4,3,1,3,2,1,2,2,3,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,3,1,1,1,1,1,2,1,27,Male,8,I read the instructions,2,2.5,2.333333333,2.857142857,4.5,6.5,2.875,4.5,1.558823529,3.5,4.222222222,2.555555556,2.875,3.1
3,4,4,2,4,3,4,4,2,3,4,4,4,3,4,3,4,4,2,3,3,4,4,2,3,4,4,4,2,3,3,4,4,2,3,4,4,4,2,4,3,4,4,3,1,1,1,1,1,1,1,1,1,2,1,1,3,4,2,2,3,3,3,3,3,2,3,2,4,1,3,1,4,3,3,5,1,3,2,4,3,2,4,1,1,3,4,3,3,3,3,4,2,1,1,1,1,4,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,3,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,2,1,50,Female,8,I read the instructions,2,1.166666667,2.75,2.761904762,1,3,4.25,4.375,1.588235294,3.375,4,4,2.125,3.3
3,1,3,5,1,2,3,3,5,3,2,2,5,5,1,2,1,2,5,1,4,1,2,5,2,5,1,4,5,2,1,3,5,5,2,1,1,4,5,1,5,4,1,1,3,4,5,3,4,5,4,3,3,3,5,4,1,4,6,2,6,6,4,6,6,4,6,5,1,5,4,4,4,4,2,3,4,2,2,4,2,2,1,3,1,3,1,1,3,5,5,4,3,1,7,1,5,3,3,2,1,1,2,2,2,1,2,3,3,2,4,4,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,1,1,2,2,1,1,1,2,1,3,1,1,1,33,female,8,I read the instructions,2,4.083333333,4.666666667,2.666666667,3.5,4.25,2.75,2,1.382352941,2.5,1.888888889,3.222222222,5,1.9
2,5,5,4,3,4,5,4,2,5,4,5,5,2,2,3,5,5,4,5,2,4,5,2,3,1,5,5,4,5,2,5,5,2,5,4,5,4,2,4,5,5,4,4,2,3,4,3,3,2,2,2,2,3,3,2,2,3,1,2,4,2,4,3,5,3,4,1,3,3,3,4,4,4,4,4,4,5,5,3,5,5,5,3,3,3,4,4,5,5,5,5,5,4,3,5,5,5,5,6,6,5,6,5,5,5,5,6,6,6,6,6,5,2,2,2,3,2,4,3,4,2,2,3,3,1,2,3,3,2,1,2,2,2,2,4,2,4,2,4,3,2,3,4,4,2,4,1,29,Female,8,I read the instructions.,2,2.75,2.833333333,3.952380952,4.25,5,5.625,5.375,2.647058824,2.75,4.888888889,4.666666667,2.75,4.1
5,2,3,3,4,5,4,1,5,4,4,5,3,1,4,3,1,1,5,5,4,1,1,3,3,4,2,3,4,4,4,4,3,4,3,5,5,3,4,5,2,5,1,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,5,4,5,4,4,5,4,6,5,4,2,3,3,4,2,2,1,3,2,4,4,3,3,1,4,2,4,4,4,4,4,7,6,6,6,4,5,6,6,5,6,5,5,6,6,6,6,4,4,4,2,2,4,4,3,3,3,3,2,2,3,3,2,3,1,2,3,2,3,4,3,2,3,3,3,3,3,3,3,1,2,2,2,3,2,2,3,1,3,1,27,Male,8,I read the instructions,2,3.416666667,4.5,3,5.25,6.25,3.375,5.625,2.529411765,4.25,3.222222222,2.111111111,3.625,3.7
4,2,4,2,2,3,4,4,4,2,2,4,4,5,4,4,3,4,4,4,4,3,4,4,2,3,2,4,4,4,2,4,4,3,2,2,4,4,4,4,4,4,4,3,1,1,2,2,4,3,1,1,1,2,5,2,3,3,2,1,3,3,2,3,2,3,3,2,3,4,5,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,29,female,8,I read the instructions,2,2.166666667,2.5,3.619047619,2,4,5,6,1.088235294,3,3.333333333,4,3.75,3.1
1,4,5,4,5,1,3,4,3,5,2,5,5,3,4,2,1,4,4,5,1,1,4,3,5,2,2,5,4,5,1,5,4,2,5,1,5,2,5,4,5,1,2,5,2,1,2,1,2,3,2,2,1,5,2,1,1,2,3,1,3,3,2,4,6,2,3,1,1,5,5,5,4,4,2,4,5,5,5,1,5,1,5,5,3,5,3,5,5,7,7,7,7,4,4,3,5,4,4,3,4,3,3,3,4,7,7,7,7,7,7,7,7,1,1,3,1,3,3,4,1,1,1,1,1,1,1,4,1,1,3,3,3,4,3,4,1,3,3,1,3,3,4,1,4,1,3,1,38,female,8,I read the instructions,2,2.166666667,2.583333333,3.952380952,4,7,7,3.5,2.235294118,1.375,3,3.888888889,3.5,4.8
4,4,5,1,4,4,4,5,3,5,3,5,5,2,4,4,3,5,1,4,4,1,5,3,4,5,4,5,2,5,5,3,5,3,4,4,5,4,1,5,5,3,3,4,1,3,2,1,2,2,2,1,1,3,2,1,1,2,1,1,2,1,2,1,4,3,2,1,4,3,4,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,7,6,6,7,5,3,6,5,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,3,3,3,3,2,4,4,3,2,3,3,4,2,2,3,3,3,4,4,4,3,4,4,3,2,4,3,3,3,3,2,4,3,3,1,58,female,8,I read the instructions,2,1.833333333,1.75,4.523809524,4.75,6.5,6,7,3.117647059,4.125,3.555555556,4.666666667,2,4.4
4,2,4,3,3,2,3,3,3,2,4,2,3,2,3,3,3,3,3,2,3,3,4,3,3,3,4,3,4,3,3,2,2,2,2,3,3,4,3,4,3,3,3,4,3,2,3,2,3,3,2,2,2,2,2,2,4,3,4,3,2,2,4,3,4,4,4,4,2,2,3,3,4,2,2,4,2,3,4,2,2,3,3,4,2,3,3,4,2,5,5,4,5,4,4,3,3,3,4,4,3,4,5,5,5,4,5,4,4,4,5,5,5,3,2,3,2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,2,1,39,male,8,I read the instructions,2,2.5,3.416666667,2.80952381,3.5,4.75,4.5,4.125,2.588235294,3.125,2.777777778,3.222222222,2.875,2.9
4,2,3,1,4,2,3,2,1,5,2,2,4,2,4,3,2,2,1,4,4,4,2,4,3,4,2,3,4,4,3,4,4,1,3,4,2,3,1,4,3,4,3,3,2,3,3,1,3,4,3,3,2,3,3,4,2,2,5,4,5,4,4,5,4,4,4,4,2,4,3,3,3,3,2,2,3,3,4,3,3,1,3,3,3,3,2,3,3,5,5,6,6,4,3,3,5,4,4,5,5,5,4,6,5,4,5,5,6,6,6,6,6,2,3,2,3,1,2,2,1,2,1,1,1,1,1,3,1,3,3,3,3,3,2,2,2,3,4,3,2,2,2,3,3,1,1,1,35,Male,8,I read the instructions,2,3.083333333,3.916666667,2.80952381,3.75,5.5,5.5,4.75,2.117647059,3.25,2.777777778,2.888888889,1.875,3.7
3,4,5,3,5,4,3,5,2,5,4,5,5,2,5,3,5,2,2,5,3,4,3,3,5,4,4,5,1,5,3,5,5,2,4,4,5,3,2,5,5,5,4,4,1,2,2,1,2,3,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,3,4,4,5,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,5,4,4,4,3,5,3,6,6,6,4,6,6,6,5,6,6,6,6,6,6,6,5,3,3,4,3,1,3,4,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3,2,3,4,4,3,3,3,1,3,2,4,1,39,male,8,I read the instructions,2,2.083333333,1.083333333,3.714285714,3.75,4.5,5.875,5.625,2.735294118,3.5,4.444444444,4.111111111,2.125,4.8
2,5,4,1,1,4,4,2,1,1,1,5,4,1,2,1,5,2,1,1,4,4,2,1,1,1,5,3,1,2,4,5,2,1,1,5,5,3,1,1,1,5,2,1,1,1,1,1,2,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,male,8,I read the instructions,2,1.25,4,3,1,1,2,2,1,2.75,4.777777778,2.666666667,1,1.2
2,5,5,4,5,4,5,5,1,5,1,5,5,1,4,1,5,5,1,5,2,5,2,1,4,2,5,5,1,5,5,5,5,1,4,4,5,5,1,4,5,5,5,5,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,3,5,5,5,5,5,3,3,4,5,3,4,4,3,4,3,3,3,4,4,3,7,3,2,2,4,1,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,3,1,4,1,1,1,1,1,2,1,1,3,1,4,1,1,2,3,4,3,1,2,3,3,2,3,4,1,2,1,3,1,65,female,8,I read the instructions,2,2,1.333333333,3.857142857,2.5,3.5,6,6,2.058823529,2.625,5,4.666666667,1.375,4.6
2,2,5,4,4,2,2,5,2,5,2,4,5,4,4,1,2,5,5,5,2,2,4,3,4,2,2,5,4,5,2,4,5,2,2,2,4,4,4,4,4,4,4,4,2,2,3,2,2,3,1,2,2,3,2,2,1,1,3,3,1,2,1,1,5,4,2,2,3,4,5,4,4,3,3,2,5,5,5,4,4,2,4,4,4,4,3,3,4,5,4,3,1,2,3,5,2,6,6,5,5,5,5,5,5,6,5,5,5,5,6,5,4,2,3,3,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,3,2,2,3,2,1,1,3,1,2,2,2,2,3,1,2,1,36,female,8,I read the instructions,2,2.333333333,2.166666667,3.761904762,3,3.25,5.125,5.25,1.823529412,1.875,2.888888889,4.666666667,3.5,4.1
5,4,4,1,4,5,4,2,1,5,3,5,4,1,5,4,5,1,1,5,5,5,2,1,4,4,5,4,2,5,5,4,2,1,4,5,3,4,1,4,5,4,5,5,2,3,3,2,3,3,2,3,2,2,4,3,2,3,3,5,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,6,6,6,5,3,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,2,2,2,2,2,1,1,2,2,1,2,3,2,1,2,2,2,2,3,2,1,1,2,1,3,2,3,3,3,1,1,1,29,m,8,I read the instructions.,2,2.916666667,3.5,3.857142857,2.5,5.75,6,6,2,4.5,4.333333333,3.111111111,1.125,4.6
2,4,4,2,4,1,4,2,2,4,2,4,4,3,3,2,4,3,2,4,2,3,3,2,4,3,2,4,4,4,2,4,5,2,2,2,3,4,2,4,4,3,4,2,3,2,3,2,3,3,3,2,2,2,2,2,3,4,5,3,4,4,4,4,4,3,4,2,3,2,3,3,3,4,3,3,2,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,2,4,2,4,5,5,5,4,5,5,5,5,4,6,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,2,1,2,3,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,25,Male,8,I read the instructions,2,2.583333333,3.666666667,3.19047619,3.75,2.75,5.125,4.75,1.352941176,2,3.444444444,3.666666667,2.375,3.5
1,5,5,1,4,1,5,5,1,5,5,5,5,1,3,4,5,5,1,5,1,5,5,1,4,1,5,5,1,1,1,5,5,1,1,2,5,5,1,5,1,5,5,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,2,1,4,3,4,4,3,3,3,3,3,4,4,3,3,2,4,4,4,4,3,3,4,5,4,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,3,2,1,3,1,1,1,30,Male,8,I read the instructions,2,1.5,1.333333333,3.428571429,4.25,4.25,5,5,1.441176471,2,5,5,1,3
2,5,5,1,4,1,4,5,2,4,4,5,5,2,4,4,4,4,2,4,2,4,5,1,4,2,4,5,2,4,2,5,4,1,2,4,5,5,1,2,5,4,5,4,2,3,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,4,2,1,4,3,3,4,5,4,4,3,4,4,4,4,3,2,5,5,5,5,5,5,5,1,1,1,1,4,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,1,3,2,1,1,1,1,3,1,3,1,2,1,2,3,3,3,3,1,1,1,4,1,2,2,1,1,4,1,4,2,51,Female,8,I read the instructions,2,2.833333333,1.5,4.095238095,2.25,1,6,6,2.058823529,2.625,4.444444444,4.777777778,1.5,3.7
3,5,5,1,5,4,4,5,1,5,4,5,5,1,4,4,2,5,1,5,4,4,5,1,4,1,3,5,1,5,4,4,5,1,5,4,5,5,1,5,5,4,5,5,2,2,2,1,2,1,3,2,1,2,2,2,3,1,5,2,2,1,2,1,2,1,1,2,4,3,5,5,4,4,3,4,3,5,5,4,4,3,5,3,3,3,4,5,5,5,5,4,4,4,3,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,2,3,3,4,4,2,2,3,3,4,2,4,3,4,3,4,4,3,4,4,4,3,4,3,2,2,2,2,4,3,3,1,35,female,8,I read the instructions,2,2,1.916666667,4,3.5,4.5,7,7,3.058823529,3.5,4,5,1,4.8
2,2,4,1,4,1,4,4,2,5,3,2,4,4,5,3,4,4,4,5,1,4,4,2,4,5,2,4,4,5,2,5,4,2,1,1,3,4,4,5,5,3,3,5,3,3,2,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,4,4,6,4,4,2,4,4,4,4,3,2,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,5,5,6,5,4,3,5,4,5,4,4,5,5,5,5,4,5,4,3,5,4,5,4,3,3,4,4,4,2,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,1,29,female,8,I read the instructions,2,3.166666667,3.75,3.571428571,4,5.25,4.125,4.625,3.411764706,2.25,3.222222222,3.888888889,2.875,4.4
5,1,5,2,5,5,4,4,2,4,4,1,5,4,2,4,1,4,2,5,5,4,4,2,5,5,1,5,4,4,5,2,5,2,4,4,1,4,1,5,5,4,2,2,3,4,3,2,4,4,4,3,3,4,5,3,5,2,6,5,4,4,3,4,5,3,4,4,3,4,5,5,4,5,4,4,4,3,3,2,4,2,4,5,4,4,4,5,5,5,4,3,5,5,4,5,3,5,6,6,5,6,6,6,6,5,5,4,4,5,5,4,5,2,1,2,1,1,3,3,3,1,1,2,1,2,2,1,1,1,2,3,2,1,3,1,1,2,2,1,3,1,2,3,3,1,2,1,54,Female,8,I read the instructions,2,3.75,4.083333333,3.952380952,4.25,4.25,4.625,5.75,1.794117647,4.625,2.111111111,4.222222222,2.375,4.1
3,2,3,4,2,1,4,2,4,3,2,4,4,4,3,2,5,1,5,5,1,4,2,4,2,2,2,3,3,3,1,4,3,4,2,2,4,4,5,4,2,5,1,2,3,3,3,2,4,4,3,3,3,3,4,3,3,4,3,2,3,4,1,3,4,5,4,2,3,3,2,3,2,2,2,4,3,3,4,3,3,2,3,3,2,3,2,3,4,4,5,5,3,6,4,5,6,4,3,4,2,3,3,2,3,3,5,3,2,4,4,4,3,3,1,1,3,1,4,2,3,1,1,2,2,1,2,1,1,2,2,3,3,2,2,2,1,1,1,1,2,1,1,3,2,1,2,1,32,female,8,I read the instructions,2,3.416666667,3.166666667,2.80952381,5.25,4.25,3.5,3,1.794117647,1.75,3.777777778,2.555555556,4.125,2.8
